Timestamp_Accel,SystemActivated,AccelX,AccelY,AccelZ,AccelX_KF,AccelY_KF,AccelZ_KF,Roll,Pitch,Yaw,Timestamp_GPS,Speed,Latitude,Longitude,Altitude,VerticalAccuracy,HorizontalAccuracy,Course,Difcourse
307.91,1.0,-0.013,-0.03,-0.003,-0.001,-0.032,-0.002,-1.545,-0.022,-0.562,303.90999999999997,94.5,40.544178,-3.472975,679.6,6,5,345.6,0.352
308.02,1.0,-0.007,-0.036,0.007,-0.005,-0.034,0.002,-1.544,-0.022,-0.561,303.90999999999997,94.5,40.544178,-3.472975,679.6,6,5,345.6,0.352
308.11,1.0,-0.014,-0.025,-0.004,-0.01,-0.031,-0.001,-1.545,-0.02,-0.56,303.90999999999997,94.5,40.544178,-3.472975,679.6,6,5,345.6,0.352
308.22,1.0,-0.021,-0.019,0.011,-0.013,-0.022,0.003,-1.547,-0.018,-0.56,303.90999999999997,94.5,40.544178,-3.472975,679.6,6,5,345.6,0.352
308.32,1.0,-0.02,-0.003,-0.002,-0.019,-0.016,0.004,-1.548,-0.016,-0.56,303.90999999999997,94.5,40.544178,-3.472975,679.6,6,5,345.6,0.352
308.42,1.0,0.02,-0.015,0.007,-0.0,-0.01,0.003,-1.546,-0.016,-0.561,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
308.52,1.0,-0.024,-0.019,-0.012,-0.008,-0.014,-0.003,-1.545,-0.026,-0.561,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
308.62,1.0,-0.041,-0.015,0.027,-0.024,-0.013,0.007,-1.546,-0.026,-0.561,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
308.72,1.0,-0.009,0.014,0.003,-0.023,-0.009,0.013,-1.546,-0.027,-0.561,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
308.82,1.0,-0.031,0.014,-0.001,-0.014,0.004,0.003,-1.545,-0.032,-0.562,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
308.92,1.0,-0.031,-0.035,0.016,-0.033,-0.004,0.009,-1.546,-0.037,-0.562,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
309.02,1.0,0.001,-0.027,0.021,-0.019,-0.024,0.016,-1.548,-0.042,-0.562,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
309.12,1.0,0.001,0.017,0.018,-0.006,-0.007,0.018,-1.551,-0.042,-0.562,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
309.22,1.0,-0.025,-0.011,0.01,-0.011,0.01,0.013,-1.55,-0.042,-0.562,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
309.32,1.0,-0.002,-0.014,0.02,-0.014,-0.018,0.017,-1.55,-0.043,-0.563,304.9,93.9,40.544403,-3.473057,680.0,6,5,345.2,0.703
309.42,1.0,-0.024,-0.072,0.028,-0.015,-0.038,0.018,-1.549,-0.044,-0.563,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
309.52,1.0,-0.02,-0.043,0.017,-0.018,-0.044,0.023,-1.549,-0.045,-0.562,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
309.63,1.0,-0.004,-0.035,0.021,-0.013,-0.044,0.023,-1.549,-0.045,-0.562,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
309.72,1.0,-0.018,-0.018,-0.005,-0.013,-0.031,0.007,-1.549,-0.046,-0.563,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
309.82,1.0,-0.017,-0.01,0.007,-0.014,-0.02,0.007,-1.549,-0.05,-0.563,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
309.92,1.0,0.004,-0.006,-0.013,-0.008,-0.011,-0.002,-1.548,-0.05,-0.564,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
310.02,1.0,-0.02,-0.006,-0.005,-0.013,-0.008,-0.005,-1.547,-0.051,-0.565,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
310.12,1.0,-0.005,0.001,0.011,-0.013,-0.006,0.001,-1.55,-0.052,-0.566,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
310.22,1.0,0.006,-0.011,0.001,0.0,-0.005,0.003,-1.553,-0.047,-0.567,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
310.33,1.0,-0.018,-0.025,0.003,-0.003,-0.011,0.004,-1.554,-0.047,-0.567,305.90999999999997,94.1,40.544628,-3.473127,680.7,6,5,345.9,0.703
310.42,1.0,-0.032,-0.013,-0.001,-0.021,-0.019,-0.001,-1.554,-0.05,-0.568,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
310.52,1.0,-0.006,-0.024,0.006,-0.016,-0.017,0.002,-1.556,-0.053,-0.568,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
310.63,1.0,-0.009,-0.028,-0.002,-0.013,-0.023,0.004,-1.557,-0.053,-0.568,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
310.73,1.0,0.003,-0.022,-0.006,-0.007,-0.029,-0.003,-1.558,-0.048,-0.568,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
310.84,1.0,0.041,-0.026,0.001,0.013,-0.025,-0.002,-1.559,-0.045,-0.567,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
310.92,1.0,0.002,-0.06,0.01,0.021,-0.033,0.003,-1.559,-0.045,-0.567,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
311.03,1.0,-0.047,-0.033,0.004,-0.013,-0.039,0.005,-1.56,-0.046,-0.566,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
311.13,1.0,-0.017,-0.022,0.015,-0.029,-0.037,0.012,-1.561,-0.041,-0.566,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
311.23,1.0,-0.02,-0.039,-0.007,-0.015,-0.031,0.005,-1.561,-0.035,-0.565,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
311.34,1.0,-0.009,-0.003,-0.001,-0.013,-0.024,0.001,-1.562,-0.035,-0.565,307.02,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.703
311.43,1.0,-0.029,0.002,0.004,-0.022,-0.008,0.0,-1.563,-0.041,-0.565,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
311.53,1.0,0.007,0.0,0.008,-0.009,-0.001,0.004,-1.563,-0.044,-0.564,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
311.63,1.0,0.008,-0.014,0.002,-0.0,-0.009,0.006,-1.562,-0.043,-0.564,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
311.74,1.0,-0.056,-0.029,0.025,-0.015,-0.018,0.009,-1.564,-0.04,-0.564,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
311.83,1.0,-0.067,-0.033,0.026,-0.051,-0.025,0.02,-1.565,-0.042,-0.564,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
311.94,1.0,0.004,-0.042,0.038,-0.034,-0.036,0.028,-1.566,-0.041,-0.562,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
312.04,1.0,0.025,-0.05,-0.003,0.0,-0.037,0.017,-1.565,-0.038,-0.562,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
312.13,1.0,0.005,-0.037,0.037,0.009,-0.044,0.023,-1.564,-0.039,-0.561,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
312.23,1.0,0.008,-0.038,0.026,0.007,-0.039,0.025,-1.563,-0.039,-0.561,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
312.33,1.0,-0.002,-0.017,0.027,0.008,-0.031,0.029,-1.562,-0.039,-0.56,307.9,89.7,40.545074,-3.473273,681.4,6,5,345.6,0.352
312.43,1.0,-0.019,-0.001,0.008,-0.005,-0.019,0.02,-1.561,-0.035,-0.562,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
312.54,1.0,-0.052,-0.019,0.025,-0.032,-0.007,0.018,-1.562,-0.032,-0.559,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
312.63,1.0,-0.058,-0.021,0.027,-0.046,-0.024,0.026,-1.562,-0.032,-0.558,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
312.74,1.0,-0.058,-0.019,0.009,-0.053,-0.017,0.014,-1.565,-0.026,-0.557,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
312.83,1.0,0.0,-0.025,0.045,-0.035,-0.018,0.028,-1.571,-0.024,-0.556,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
312.94,1.0,0.03,-0.019,0.031,0.0,-0.021,0.036,-1.573,-0.022,-0.554,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
313.03,1.0,0.048,-0.011,0.017,0.026,-0.017,0.027,-1.572,-0.02,-0.554,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
313.14,1.0,0.011,-0.02,0.013,0.028,-0.019,0.016,-1.57,-0.017,-0.552,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
313.24,1.0,-0.028,0.003,0.022,0.001,-0.01,0.019,-1.57,-0.017,-0.551,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
313.33,1.0,-0.048,-0.008,0.026,-0.022,-0.002,0.024,-1.571,-0.018,-0.55,308.90999999999997,88.7,40.545292,-3.473344,682.5,6,5,345.6,0.352
313.43,1.0,-0.064,-0.003,0.017,-0.043,-0.007,0.021,-1.573,-0.021,-0.549,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
313.54,1.0,0.047,-0.032,0.067,-0.014,-0.026,0.04,-1.58,-0.017,-0.547,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
313.64,1.0,0.038,0.005,-0.006,0.022,-0.002,0.029,-1.583,-0.016,-0.547,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
313.74,1.0,0.006,-0.031,0.046,0.015,-0.015,0.025,-1.584,-0.017,-0.545,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
313.84,1.0,-0.004,-0.003,0.035,0.004,-0.015,0.035,-1.584,-0.019,-0.544,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
313.94,1.0,-0.015,0.001,0.019,-0.004,-0.006,0.025,-1.585,-0.02,-0.543,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
314.04,1.0,0.017,-0.018,0.041,-0.001,-0.011,0.029,-1.591,-0.024,-0.541,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
314.14,1.0,0.001,-0.011,0.011,0.005,-0.011,0.027,-1.594,-0.024,-0.54,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
314.24,1.0,0.015,-0.001,0.02,0.008,-0.009,0.018,-1.597,-0.019,-0.541,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
314.34,1.0,-0.058,0.008,0.018,-0.014,0.002,0.021,-1.599,-0.019,-0.538,309.90999999999997,88.0,40.545506,-3.47342,683.1,6,5,345.9,0.352
314.44,1.0,-0.052,0.0,0.029,-0.042,0.001,0.022,-1.601,-0.019,-0.536,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
314.54,1.0,0.012,-0.004,0.021,-0.027,-0.001,0.025,-1.602,-0.018,-0.536,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
314.64,1.0,0.014,0.014,0.001,0.006,0.008,0.01,-1.602,-0.016,-0.535,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
314.74,1.0,-0.025,0.015,0.026,-0.005,0.009,0.016,-1.605,-0.018,-0.534,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
314.84,1.0,-0.051,0.006,0.016,-0.027,0.013,0.021,-1.606,-0.021,-0.533,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
314.95,1.0,-0.001,0.004,0.018,-0.027,0.002,0.019,-1.608,-0.027,-0.533,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
315.04,1.0,0.019,0.045,0.016,-0.001,0.023,0.015,-1.608,-0.035,-0.533,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
315.14,1.0,0.004,0.038,0.01,0.01,0.039,0.015,-1.608,-0.037,-0.534,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
315.24,1.0,-0.016,0.082,0.007,-0.001,0.053,0.011,-1.608,-0.037,-0.535,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
315.34,1.0,-0.028,0.025,0.038,-0.017,0.042,0.02,-1.608,-0.035,-0.536,310.90999999999997,86.0,40.545715,-3.47349,684.0,6,5,345.9,0.352
315.44,1.0,0.004,-0.06,-0.002,-0.015,0.002,0.016,-1.607,-0.034,-0.535,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
315.55,1.0,0.031,0.007,0.01,0.012,-0.013,0.011,-1.606,-0.036,-0.536,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
315.64,1.0,-0.002,0.04,0.043,0.01,0.014,0.016,-1.608,-0.037,-0.536,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
315.74,1.0,-0.02,-0.014,0.028,-0.005,0.01,0.035,-1.609,-0.039,-0.535,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
315.84,1.0,0.005,0.021,0.025,-0.009,0.009,0.025,-1.608,-0.039,-0.534,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
315.94,1.0,0.015,-0.034,0.025,0.009,-0.008,0.031,-1.607,-0.039,-0.533,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
316.04,1.0,-0.011,-0.027,0.006,-0.0,-0.019,0.016,-1.607,-0.039,-0.533,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
316.15,1.0,-0.038,-0.004,0.037,-0.018,-0.013,0.025,-1.609,-0.037,-0.532,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
316.25,1.0,-0.038,-0.005,0.024,-0.028,-0.01,0.022,-1.609,-0.034,-0.53,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
316.35,1.0,-0.01,0.006,0.02,-0.023,-0.004,0.023,-1.611,-0.03,-0.529,311.94,85.8,40.545925,-3.473557,684.5,6,5,345.6,0.352
316.45,1.0,0.016,-0.049,0.045,-0.001,-0.019,0.029,-1.614,-0.024,-0.528,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
316.55,1.0,-0.004,-0.053,-0.021,0.005,-0.037,0.013,-1.615,-0.027,-0.527,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
316.65,1.0,-0.031,0.001,0.018,-0.016,-0.021,0.007,-1.617,-0.027,-0.525,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
316.76,1.0,-0.023,0.003,0.021,-0.029,-0.013,0.015,-1.617,-0.027,-0.524,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
316.85,1.0,0.023,-0.005,0.021,-0.002,-0.006,0.022,-1.621,-0.027,-0.523,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.05,1.0,0.001,-0.041,0.017,0.005,-0.017,0.014,-1.626,-0.023,-0.519,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.15,1.0,-0.004,-0.089,0.032,0.001,-0.055,0.018,-1.626,-0.023,-0.517,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.26,1.0,-0.04,-0.057,0.017,-0.016,-0.062,0.028,-1.626,-0.023,-0.515,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.35,1.0,-0.01,-0.036,0.024,-0.022,-0.051,0.018,-1.626,-0.023,-0.512,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.45,1.0,0.021,-0.038,0.011,-0.001,-0.041,0.023,-1.624,-0.022,-0.509,312.90999999999997,85.0,40.546135,-3.473622,685.4,6,5,345.6,0.352
317.55,1.0,-0.048,-0.067,-0.002,-0.011,-0.053,0.002,-1.622,-0.021,-0.507,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
317.65,1.0,-0.041,-0.025,0.036,-0.039,-0.047,0.021,-1.628,-0.014,-0.505,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
317.76,1.0,-0.006,0.002,-0.003,-0.022,-0.021,0.011,-1.63,-0.014,-0.504,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
317.85,1.0,-0.022,-0.005,0.018,-0.018,-0.008,0.017,-1.631,-0.015,-0.503,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
317.95,1.0,-0.014,-0.001,-0.012,-0.016,-0.006,-0.001,-1.635,-0.017,-0.502,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.05,1.0,-0.006,0.012,0.001,-0.015,0.003,0.0,-1.64,-0.019,-0.501,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.15,1.0,-0.004,0.007,0.022,-0.009,0.013,0.009,-1.642,-0.024,-0.499,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.25,1.0,0.017,0.033,-0.017,0.009,0.015,0.001,-1.638,-0.03,-0.498,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.35,1.0,-0.005,0.003,-0.014,0.004,0.017,-0.012,-1.636,-0.031,-0.497,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.46,1.0,-0.025,-0.01,-0.005,-0.009,0.004,-0.007,-1.636,-0.031,-0.496,313.91999999999996,85.7,40.546337,-3.4737,685.9,6,5,344.5,1.055
318.55,1.0,-0.02,0.012,0.011,-0.02,0.002,0.001,-1.637,-0.031,-0.495,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
318.65,1.0,-0.03,0.013,-0.016,-0.023,0.005,-0.004,-1.635,-0.028,-0.494,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
318.75,1.0,-0.066,0.005,-0.013,-0.043,0.011,-0.009,-1.636,-0.024,-0.493,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
318.85,1.0,-0.003,0.023,-0.013,-0.03,0.01,-0.011,-1.637,-0.03,-0.492,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
318.96,1.0,0.008,-0.001,0.017,-0.011,0.013,-0.002,-1.635,-0.031,-0.49,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.06,1.0,0.009,-0.037,-0.005,-0.001,-0.013,0.002,-1.634,-0.028,-0.489,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.16,1.0,-0.007,-0.005,-0.013,0.004,-0.018,-0.006,-1.634,-0.028,-0.487,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.26,1.0,-0.03,0.024,0.004,-0.014,0.006,-0.005,-1.633,-0.03,-0.486,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.36,1.0,-0.029,0.046,-0.005,-0.026,0.031,-0.002,-1.633,-0.031,-0.486,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.47,1.0,0.019,0.065,0.008,-0.008,0.05,0.003,-1.632,-0.031,-0.486,314.90999999999997,86.8,40.546535,-3.47378,686.7,6,5,343.5,2.109
319.56,1.0,-0.012,0.057,-0.026,0.003,0.045,-0.009,-1.632,-0.031,-0.487,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
319.66,1.0,-0.075,0.023,0.016,-0.036,0.042,-0.005,-1.634,-0.031,-0.487,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
319.76,1.0,-0.053,-0.004,0.019,-0.058,0.017,0.011,-1.635,-0.032,-0.487,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
319.86,1.0,0.02,-0.003,0.01,-0.026,0.009,0.014,-1.633,-0.032,-0.486,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
319.96,1.0,0.027,-0.021,0.008,0.013,-0.006,0.009,-1.629,-0.035,-0.486,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.07,1.0,0.014,-0.025,-0.002,0.016,-0.02,0.006,-1.628,-0.035,-0.486,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.16,1.0,0.008,-0.026,0.015,0.009,-0.025,0.005,-1.629,-0.034,-0.484,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.26,1.0,-0.048,0.002,-0.009,-0.013,-0.013,0.004,-1.628,-0.034,-0.484,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.36,1.0,-0.014,-0.011,0.018,-0.022,-0.009,0.005,-1.628,-0.036,-0.482,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.46,1.0,-0.0,-0.003,-0.023,-0.005,-0.008,-0.0,-1.627,-0.031,-0.481,315.94,87.7,40.546757,-3.473872,687.8,6,5,343.5,1.055
320.56,1.0,0.021,0.005,0.002,-0.0,-0.001,-0.007,-1.628,-0.029,-0.48,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
320.67,1.0,-0.006,-0.006,0.0,0.006,-0.002,0.001,-1.63,-0.022,-0.479,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
320.76,1.0,-0.019,-0.005,-0.003,-0.01,-0.004,-0.003,-1.63,-0.021,-0.478,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
320.87,1.0,-0.024,-0.014,-0.006,-0.015,-0.01,-0.002,-1.629,-0.018,-0.476,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
320.96,1.0,-0.035,-0.032,-0.01,-0.027,-0.019,-0.01,-1.628,-0.019,-0.474,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.06,1.0,-0.034,-0.023,0.008,-0.03,-0.026,-0.002,-1.627,-0.019,-0.472,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.16,1.0,-0.008,-0.041,-0.001,-0.026,-0.028,-0.001,-1.628,-0.018,-0.47,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.26,1.0,0.024,0.015,-0.035,0.0,-0.015,-0.011,-1.627,-0.017,-0.469,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.36,1.0,-0.012,-0.049,-0.039,0.006,-0.021,-0.03,-1.626,-0.016,-0.467,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.46,1.0,-0.048,-0.062,-0.042,-0.022,-0.042,-0.037,-1.626,-0.016,-0.465,316.90999999999997,88.6,40.546982,-3.473963,688.9,6,5,342.8,0.703
321.56,1.0,-0.054,-0.047,-0.016,-0.043,-0.047,-0.031,-1.627,-0.017,-0.464,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
321.67,1.0,-0.026,-0.012,-0.019,-0.043,-0.041,-0.019,-1.627,-0.017,-0.463,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
321.77,1.0,-0.011,-0.035,-0.017,-0.024,-0.032,-0.02,-1.626,-0.015,-0.461,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
321.88,1.0,0.044,0.032,-0.016,0.009,-0.003,-0.018,-1.626,-0.013,-0.46,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
321.98,1.0,0.027,0.037,-0.006,0.031,0.027,-0.014,-1.626,-0.013,-0.459,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.07,1.0,-0.049,0.047,-0.019,-0.009,0.032,-0.012,-1.626,-0.012,-0.459,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.17,1.0,-0.038,0.068,-0.01,-0.03,0.05,-0.012,-1.626,-0.011,-0.458,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.27,1.0,-0.013,0.043,-0.003,-0.024,0.056,-0.011,-1.627,-0.01,-0.457,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.37,1.0,-0.035,0.033,-0.032,-0.028,0.045,-0.018,-1.627,-0.01,-0.457,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.47,1.0,-0.018,-0.02,-0.003,-0.026,0.012,-0.011,-1.627,-0.01,-0.456,317.96,89.7,40.547195,-3.474059,689.5,6,5,342.1,1.406
322.58,1.0,0.013,0.05,-0.027,-0.006,0.013,-0.018,-1.627,-0.01,-0.455,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
322.67,1.0,-0.025,0.049,-0.001,-0.012,0.035,-0.012,-1.627,-0.009,-0.454,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
322.77,1.0,-0.026,0.036,0.001,-0.016,0.052,-0.007,-1.626,-0.007,-0.454,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
322.87,1.0,0.008,0.053,-0.028,-0.016,0.04,-0.011,-1.626,-0.006,-0.453,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
322.97,1.0,-0.008,-0.009,-0.003,-0.006,0.024,-0.015,-1.625,-0.007,-0.452,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.07,1.0,-0.025,-0.007,-0.002,-0.011,0.008,-0.006,-1.623,-0.015,-0.451,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.18,1.0,-0.026,-0.018,-0.001,-0.019,-0.008,-0.0,-1.619,-0.017,-0.45,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.28,1.0,-0.024,-0.021,0.009,-0.024,-0.016,-0.001,-1.617,-0.021,-0.45,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.37,1.0,0.022,0.027,0.01,-0.005,0.003,0.007,-1.621,-0.017,-0.449,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.47,1.0,0.014,-0.021,-0.001,0.005,-0.005,0.006,-1.617,-0.018,-0.448,318.89,91.8,40.547409,-3.474161,691.0,6,5,340.7,2.109
323.57,1.0,0.016,-0.003,0.001,0.013,-0.005,0.001,-1.616,-0.012,-0.446,319.90999999999997,94.0,40.547626,-3.474266,691.7,6,5,340.0,2.109
323.67,1.0,-0.0,0.001,0.006,0.014,-0.004,0.004,-1.616,-0.008,-0.445,319.90999999999997,94.0,40.547626,-3.474266,691.7,6,5,340.0,2.109
323.78,1.0,-0.032,0.003,-0.0,-0.011,0.001,0.001,-1.616,-0.009,-0.444,319.90999999999997,94.0,40.547626,-3.474266,691.7,6,5,340.0,2.109
